# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total),# lepton flux_name scaled with E**3. note only has conv plus prompt Order ( nue_total)
7.51781E-03,7.74075E-03,7.95506E-03,8.15810E-03,8.34391E-03,8.52028E-03,8.68836E-03,8.85664E-03,9.02425E-03,9.19153E-03,9.36166E-03,9.53343E-03,9.70618E-03,9.87747E-03,1.00470E-02,1.02147E-02,1.03781E-02,1.05369E-02,1.06903E-02,1.08367E-02,1.09755E-02,1.11059E-02,1.12264E-02,1.13359E-02,1.14334E-02,1.15176E-02,1.15880E-02,1.16441E-02,1.16863E-02,1.17159E-02,1.17347E-02,1.17454E-02,1.17507E-02,1.17530E-02,1.17535E-02,1.17525E-02,1.17494E-02,1.17425E-02,1.17292E-02,1.17063E-02,1.16711E-02,1.16212E-02,1.15554E-02,1.14729E-02,1.13741E-02,1.12595E-02,1.11310E-02,1.09893E-02,1.08371E-02,1.06754E-02,1.05061E-02,1.03308E-02,1.01516E-02,9.96826E-03,9.78359E-03,9.59862E-03,9.41203E-03,9.22694E-03,9.04428E-03,8.86211E-03,8.68353E-03,8.50518E-03,8.33129E-03,8.16263E-03,7.99512E-03,7.83068E-03,7.67089E-03,7.51260E-03,7.41162E-03
8.18760E-03,8.46177E-03,8.72982E-03,8.98687E-03,9.22526E-03,9.45450E-03,9.67587E-03,9.90027E-03,1.01267E-02,1.03558E-02,1.05919E-02,1.08339E-02,1.10811E-02,1.13304E-02,1.15815E-02,1.18347E-02,1.20862E-02,1.23358E-02,1.25821E-02,1.28226E-02,1.30562E-02,1.32812E-02,1.34949E-02,1.36950E-02,1.38785E-02,1.40422E-02,1.41838E-02,1.43005E-02,1.43915E-02,1.44575E-02,1.45012E-02,1.45269E-02,1.45401E-02,1.45461E-02,1.45472E-02,1.45447E-02,1.45368E-02,1.45198E-02,1.44882E-02,1.44359E-02,1.43583E-02,1.42524E-02,1.41174E-02,1.39543E-02,1.37659E-02,1.35547E-02,1.33254E-02,1.30805E-02,1.28246E-02,1.25603E-02,1.22905E-02,1.20177E-02,1.17448E-02,1.14714E-02,1.12011E-02,1.09352E-02,1.06714E-02,1.04138E-02,1.01632E-02,9.91667E-03,9.67805E-03,9.44269E-03,9.21575E-03,8.99788E-03,8.78374E-03,8.57554E-03,8.37500E-03,8.17812E-03,8.05327E-03
8.36166E-03,8.67046E-03,8.97697E-03,9.27397E-03,9.55264E-03,9.82367E-03,1.00885E-02,1.03599E-02,1.06370E-02,1.09207E-02,1.12168E-02,1.15244E-02,1.18433E-02,1.21699E-02,1.25044E-02,1.28476E-02,1.31951E-02,1.35469E-02,1.39016E-02,1.42561E-02,1.46088E-02,1.49577E-02,1.52988E-02,1.56284E-02,1.59412E-02,1.62310E-02,1.64916E-02,1.67158E-02,1.68986E-02,1.70368E-02,1.71321E-02,1.71903E-02,1.72214E-02,1.72356E-02,1.72382E-02,1.72322E-02,1.72134E-02,1.71742E-02,1.71033E-02,1.69909E-02,1.68309E-02,1.66222E-02,1.63679E-02,1.60738E-02,1.57478E-02,1.53962E-02,1.50279E-02,1.46472E-02,1.42613E-02,1.38734E-02,1.34875E-02,1.31061E-02,1.27326E-02,1.23656E-02,1.20094E-02,1.16646E-02,1.13279E-02,1.10037E-02,1.06924E-02,1.03901E-02,1.01007E-02,9.81843E-03,9.54897E-03,9.29261E-03,9.04297E-03,8.80229E-03,8.57226E-03,8.34820E-03,8.20686E-03
7.99988E-03,8.31921E-03,8.64040E-03,8.95444E-03,9.25207E-03,9.54440E-03,9.83293E-03,1.01315E-02,1.04395E-02,1.07582E-02,1.10946E-02,1.14482E-02,1.18196E-02,1.22055E-02,1.26067E-02,1.30250E-02,1.34560E-02,1.39007E-02,1.43581E-02,1.48253E-02,1.53015E-02,1.57850E-02,1.62717E-02,1.67571E-02,1.72347E-02,1.76952E-02,1.81282E-02,1.85194E-02,1.88555E-02,1.91242E-02,1.93194E-02,1.94448E-02,1.95143E-02,1.95471E-02,1.95530E-02,1.95391E-02,1.94961E-02,1.94094E-02,1.92594E-02,1.90332E-02,1.87289E-02,1.83534E-02,1.79200E-02,1.74429E-02,1.69374E-02,1.64137E-02,1.58849E-02,1.53561E-02,1.48355E-02,1.43259E-02,1.38309E-02,1.33523E-02,1.28926E-02,1.24491E-02,1.20256E-02,1.16217E-02,1.12329E-02,1.08632E-02,1.05124E-02,1.01754E-02,9.85601E-03,9.54759E-03,9.25568E-03,8.98018E-03,8.71403E-03,8.45934E-03,8.21753E-03,7.98360E-03,7.83669E-03
7.22765E-03,7.53346E-03,7.84467E-03,8.15126E-03,8.44435E-03,8.73465E-03,9.02374E-03,9.32535E-03,9.63922E-03,9.96712E-03,1.03166E-02,1.06877E-02,1.10820E-02,1.14968E-02,1.19338E-02,1.23961E-02,1.28800E-02,1.33877E-02,1.39196E-02,1.44739E-02,1.50514E-02,1.56523E-02,1.62740E-02,1.69136E-02,1.75653E-02,1.82192E-02,1.88629E-02,1.94757E-02,2.00339E-02,2.05101E-02,2.08805E-02,2.11346E-02,2.12837E-02,2.13570E-02,2.13705E-02,2.13389E-02,2.12441E-02,2.10614E-02,2.07639E-02,2.03453E-02,1.98194E-02,1.92115E-02,1.85494E-02,1.78575E-02,1.71570E-02,1.64599E-02,1.57802E-02,1.51212E-02,1.44901E-02,1.38872E-02,1.33142E-02,1.27708E-02,1.22582E-02,1.17714E-02,1.13133E-02,1.08821E-02,1.04721E-02,1.00866E-02,9.72444E-03,9.37988E-03,9.05619E-03,8.74623E-03,8.45505E-03,8.18209E-03,7.92022E-03,7.67120E-03,7.43612E-03,7.21002E-03,7.06858E-03
6.25569E-03,6.53100E-03,6.81403E-03,7.09464E-03,7.36487E-03,7.63447E-03,7.90498E-03,8.18921E-03,8.48724E-03,8.80110E-03,9.13831E-03,9.49969E-03,9.88728E-03,1.02995E-02,1.07389E-02,1.12094E-02,1.17086E-02,1.22401E-02,1.28058E-02,1.34060E-02,1.40437E-02,1.47218E-02,1.54409E-02,1.62017E-02,1.70024E-02,1.78366E-02,1.86945E-02,1.95540E-02,2.03855E-02,2.11459E-02,2.17853E-02,2.22616E-02,2.25634E-02,2.27214E-02,2.27515E-02,2.26815E-02,2.24810E-02,2.21202E-02,2.15783E-02,2.08763E-02,2.00597E-02,1.91777E-02,1.82719E-02,1.73716E-02,1.64984E-02,1.56611E-02,1.48704E-02,1.41249E-02,1.34281E-02,1.27767E-02,1.21694E-02,1.16032E-02,1.10771E-02,1.05844E-02,1.01265E-02,9.70044E-03,9.29950E-03,8.92601E-03,8.57816E-03,8.24994E-03,7.94384E-03,7.65284E-03,7.38117E-03,7.12795E-03,6.88645E-03,6.65802E-03,6.44340E-03,6.23800E-03,6.10991E-03
5.27228E-03,5.50925E-03,5.75504E-03,6.00000E-03,6.23739E-03,6.47570E-03,6.71639E-03,6.97080E-03,7.23927E-03,7.52392E-03,7.83184E-03,8.16432E-03,8.52383E-03,8.90968E-03,9.32494E-03,9.77422E-03,1.02565E-02,1.07762E-02,1.13371E-02,1.19410E-02,1.25934E-02,1.33003E-02,1.40661E-02,1.48964E-02,1.57953E-02,1.67635E-02,1.77992E-02,1.88870E-02,2.00006E-02,2.10907E-02,2.20845E-02,2.28960E-02,2.34618E-02,2.37846E-02,2.38494E-02,2.37007E-02,2.33019E-02,2.26466E-02,2.17531E-02,2.06949E-02,1.95562E-02,1.84042E-02,1.72839E-02,1.62202E-02,1.52274E-02,1.43059E-02,1.34596E-02,1.26807E-02,1.19678E-02,1.13134E-02,1.07131E-02,1.01616E-02,9.65552E-03,9.18721E-03,8.75645E-03,8.35936E-03,7.98900E-03,7.64669E-03,7.33015E-03,7.03352E-03,6.75855E-03,6.49872E-03,6.25741E-03,6.03353E-03,5.82108E-03,5.62100E-03,5.43377E-03,5.25532E-03,5.14431E-03
4.38487E-03,4.58258E-03,4.78930E-03,4.99620E-03,5.19780E-03,5.40127E-03,5.60796E-03,5.82754E-03,6.06054E-03,6.30899E-03,6.57928E-03,6.87296E-03,7.19269E-03,7.53844E-03,7.91356E-03,8.32292E-03,8.76651E-03,9.24951E-03,9.77651E-03,1.03511E-02,1.09805E-02,1.16730E-02,1.24367E-02,1.32819E-02,1.42192E-02,1.52577E-02,1.64071E-02,1.76650E-02,1.90194E-02,2.04305E-02,2.18196E-02,2.30642E-02,2.40284E-02,2.46400E-02,2.47715E-02,2.44748E-02,2.37446E-02,2.26678E-02,2.13429E-02,1.99068E-02,1.84701E-02,1.71002E-02,1.58306E-02,1.46719E-02,1.36254E-02,1.26806E-02,1.18330E-02,1.10685E-02,1.03808E-02,9.75913E-03,9.19647E-03,8.68563E-03,8.22185E-03,7.79677E-03,7.40913E-03,7.05453E-03,6.72620E-03,6.42470E-03,6.14751E-03,5.88924E-03,5.65100E-03,5.42701E-03,5.21987E-03,5.02842E-03,4.84749E-03,4.67772E-03,4.51937E-03,4.36897E-03,4.27559E-03
3.63283E-03,3.79422E-03,3.96424E-03,4.13497E-03,4.30213E-03,4.47166E-03,4.64478E-03,4.82948E-03,5.02640E-03,5.23741E-03,5.46806E-03,5.71999E-03,5.99582E-03,6.29600E-03,6.62388E-03,6.98422E-03,7.37777E-03,7.80988E-03,8.28565E-03,8.80968E-03,9.39008E-03,1.00369E-02,1.07606E-02,1.15750E-02,1.24963E-02,1.35413E-02,1.47312E-02,1.60795E-02,1.75950E-02,1.92620E-02,2.10198E-02,2.27373E-02,2.42157E-02,2.52696E-02,2.55155E-02,2.49721E-02,2.37623E-02,2.21717E-02,2.04010E-02,1.86316E-02,1.69719E-02,1.54681E-02,1.41303E-02,1.29492E-02,1.19113E-02,1.09954E-02,1.01895E-02,9.47445E-03,8.84036E-03,8.27429E-03,7.76752E-03,7.31188E-03,6.90176E-03,6.52883E-03,6.19110E-03,5.88409E-03,5.60154E-03,5.34342E-03,5.10725E-03,4.88823E-03,4.68700E-03,4.49862E-03,4.32499E-03,4.16501E-03,4.01434E-03,3.87339E-03,3.74226E-03,3.61809E-03,3.54110E-03
3.02175E-03,3.15155E-03,3.28927E-03,3.42793E-03,3.56430E-03,3.70319E-03,3.84570E-03,3.99833E-03,4.16172E-03,4.33755E-03,4.53051E-03,4.74220E-03,4.97509E-03,5.22992E-03,5.50982E-03,5.81925E-03,6.15939E-03,6.53540E-03,6.95246E-03,7.41558E-03,7.93316E-03,8.51584E-03,9.17539E-03,9.92779E-03,1.07925E-02,1.17925E-02,1.29576E-02,1.43161E-02,1.58986E-02,1.77203E-02,1.97575E-02,2.19058E-02,2.39440E-02,2.55763E-02,2.59920E-02,2.50940E-02,2.32945E-02,2.11772E-02,1.90247E-02,1.70205E-02,1.52405E-02,1.36950E-02,1.23657E-02,1.12237E-02,1.02422E-02,9.39211E-03,8.65559E-03,8.01091E-03,7.44575E-03,6.94629E-03,6.50311E-03,6.10777E-03,5.75439E-03,5.43513E-03,5.14763E-03,4.88762E-03,4.64950E-03,4.43290E-03,4.23548E-03,4.05309E-03,3.88607E-03,3.73026E-03,3.58704E-03,3.45540E-03,3.33178E-03,3.21642E-03,3.10931E-03,3.00814E-03,2.94547E-03
